age,job,marital,education,default,balance,housing,loan,day,month,campaign,pdays,previous,y
50,admin.,married,secondary,0,0,0,0,1,8,2,0,0,0
50,admin.,married,secondary,0,0,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,self-employed,married,secondary,1,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
40,technician,married,secondary,1,0,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,-1,1,1,1,8,2,0,0,0
40,blue-collar,married,tertiary,0,0,0,0,1,8,2,0,0,0
50,blue-collar,married,secondary,0,-1,1,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,married,secondary,0,0,1,0,1,8,2,0,0,0
30,self-employed,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,unemployed,single,secondary,0,0,0,0,1,8,2,0,0,0
40,blue-collar,married,secondary,0,0,0,0,1,8,2,0,0,0
30,entrepreneur,married,tertiary,0,0,0,1,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
50,self-employed,married,secondary,0,0,0,0,1,8,2,0,0,0
30,management,single,secondary,0,2,1,0,1,8,2,0,0,0
30,technician,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,1,0,0,1,8,2,0,0,1
50,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
50,admin.,married,secondary,0,0,0,0,1,8,2,0,0,0
40,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,2,0,0,1,8,2,0,0,0
40,admin.,married,secondary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,1,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
40,services,married,secondary,0,-1,1,0,1,8,2,0,0,0
40,technician,divorced,secondary,0,-1,0,0,1,8,2,0,0,0
30,technician,married,tertiary,0,0,1,1,1,8,2,0,0,0
50,retired,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
50,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,1,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,1,0,1,8,2,0,0,0
30,technician,married,secondary,0,-1,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,1,0,1,8,2,0,0,0
50,retired,married,secondary,1,-1,0,1,1,8,2,0,0,0
40,technician,single,secondary,0,0,1,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
60,blue-collar,married,primary,0,0,1,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
50,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
50,retired,married,primary,1,-1,0,1,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
50,blue-collar,married,primary,0,-1,0,0,1,8,2,0,0,0
30,technician,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,technician,married,secondary,0,-1,0,1,1,8,2,0,0,0
30,self-employed,married,tertiary,0,0,0,0,1,8,2,0,0,1
40,management,single,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,1
50,technician,married,secondary,0,1,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,housemaid,married,secondary,0,0,0,0,1,8,2,0,0,0
40,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,married,tertiary,0,-1,1,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
40,management,married,secondary,0,1,1,0,1,8,2,0,0,0
30,entrepreneur,married,secondary,0,0,1,1,1,8,2,0,0,0
50,technician,divorced,tertiary,0,0,0,0,1,8,2,0,0,0
30,unemployed,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
40,technician,single,secondary,0,0,1,0,1,8,2,0,0,0
40,entrepreneur,married,tertiary,0,1,1,1,1,8,2,0,0,0
50,management,married,secondary,0,0,0,0,1,8,2,0,0,0
50,blue-collar,married,primary,0,-1,0,1,1,8,2,0,0,0
50,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
50,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,divorced,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
50,services,married,secondary,1,0,0,0,1,8,2,0,0,0
50,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
50,blue-collar,married,other,0,1,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,-1,0,0,1,8,2,0,0,0
30,technician,single,tertiary,0,0,0,0,1,8,2,0,0,0
50,retired,married,primary,0,0,1,0,1,8,2,0,0,0
30,management,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,1,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,1,0,0,1,8,2,0,0,0
40,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,1,1,8,2,0,0,0
30,technician,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,married,secondary,0,0,0,0,1,8,2,0,0,0
50,management,married,tertiary,0,-1,0,0,1,8,2,0,0,0
40,housemaid,married,secondary,0,0,0,1,1,8,2,0,0,0
50,housemaid,married,primary,1,0,0,0,1,8,2,0,0,0
50,services,married,tertiary,0,0,0,0,1,8,2,0,0,0
50,management,divorced,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,single,tertiary,1,-1,0,0,1,8,2,0,0,0
40,management,married,secondary,0,-1,1,0,1,8,2,0,0,0
50,management,divorced,tertiary,0,0,0,0,1,8,2,0,0,0
40,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
40,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,1,0,1,8,2,0,0,0
40,management,married,tertiary,0,1,1,0,1,8,2,0,0,0
60,retired,married,other,0,0,0,0,1,8,2,0,0,0
40,technician,divorced,secondary,0,-1,0,0,1,8,2,0,0,0
50,retired,married,primary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,-1,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
50,housemaid,married,primary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,other,married,secondary,0,0,0,0,1,8,2,0,0,0
30,housemaid,married,secondary,0,0,0,1,1,8,2,0,0,0
30,technician,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,1,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,1,0,1,8,2,0,0,0
40,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
40,technician,divorced,secondary,0,0,0,0,1,8,2,0,0,0
50,blue-collar,married,secondary,0,0,0,0,1,8,2,0,0,0
50,blue-collar,married,primary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,1
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,-1,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,blue-collar,married,primary,0,0,0,0,1,8,2,0,0,0
50,services,married,secondary,0,0,0,0,1,8,2,0,0,0
30,admin.,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,2,1,0,1,8,2,0,0,0
50,retired,married,secondary,0,0,0,0,1,8,2,0,0,0
30,unemployed,single,tertiary,0,0,0,0,1,8,2,0,0,0
40,technician,divorced,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,single,tertiary,0,0,1,0,1,8,2,0,0,0
30,unemployed,single,tertiary,0,0,0,0,1,8,2,0,0,0
50,retired,married,secondary,0,0,0,0,1,8,2,0,0,0
40,technician,divorced,secondary,0,0,1,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,single,tertiary,0,0,0,0,1,8,2,0,0,0
50,management,married,tertiary,0,0,0,1,1,8,2,0,0,0
50,retired,married,secondary,0,0,0,0,1,8,2,0,0,0
50,technician,married,secondary,0,-1,0,1,1,8,2,0,0,0
40,technician,married,tertiary,0,0,0,0,1,8,2,0,0,0
60,retired,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,management,single,tertiary,0,0,0,1,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,student,married,secondary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,2,0,0,1,8,2,0,0,0
40,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
50,retired,married,secondary,0,0,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
40,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,management,married,secondary,0,0,0,0,1,8,2,0,0,0
40,management,divorced,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,services,single,tertiary,0,0,0,0,1,8,2,0,0,0
50,blue-collar,married,secondary,0,2,0,0,1,8,2,0,0,0
40,technician,married,secondary,0,0,0,1,1,8,2,0,0,0
40,technician,divorced,secondary,0,0,0,0,1,8,2,0,0,0
50,retired,married,secondary,0,0,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,1,0,1,8,2,0,0,0
40,services,married,other,1,0,0,0,1,8,2,0,0,0
50,technician,married,tertiary,0,0,0,0,1,8,2,0,0,0
50,admin.,married,secondary,0,0,0,0,1,8,2,0,0,0
40,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
50,retired,married,secondary,0,0,0,0,1,8,2,0,0,0
40,technician,single,tertiary,0,0,0,0,1,8,2,0,0,0
40,self-employed,married,tertiary,0,0,0,0,1,8,2,0,0,0
50,blue-collar,married,primary,0,2,0,0,1,8,2,0,0,1
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,divorced,secondary,0,0,0,0,1,8,2,0,0,0
40,housemaid,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,2,0,0,1,8,2,0,0,0
50,services,married,other,0,2,0,0,1,8,2,0,0,0
30,entrepreneur,single,tertiary,0,0,1,1,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,1,1,8,2,0,0,0
40,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,services,married,secondary,0,0,0,0,1,8,2,0,0,0
30,housemaid,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,divorced,secondary,0,-1,1,0,1,8,2,0,0,0
50,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,self-employed,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,admin.,divorced,secondary,0,0,0,0,1,8,2,0,0,1
30,management,married,tertiary,0,0,1,0,1,8,2,0,0,0
40,housemaid,married,primary,0,0,0,0,1,8,2,0,0,0
40,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
50,management,divorced,tertiary,0,0,0,0,1,8,2,0,0,0
40,management,divorced,tertiary,0,1,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
50,services,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,-1,1,0,1,8,2,0,0,0
50,housemaid,married,primary,0,2,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
50,retired,married,secondary,0,0,0,0,1,8,2,0,0,0
40,services,married,secondary,0,0,1,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,housemaid,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
40,technician,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,admin.,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
50,housemaid,married,primary,0,0,0,0,1,8,2,0,0,0
50,management,divorced,tertiary,0,0,0,0,1,8,2,0,0,0
60,self-employed,married,secondary,0,0,0,0,1,8,2,0,0,0
50,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,blue-collar,married,secondary,0,-1,1,1,1,8,2,0,0,0
50,blue-collar,married,secondary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,-1,0,0,1,8,2,0,0,0
50,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,2,0,0,1,8,2,0,0,0
40,blue-collar,married,other,0,0,0,0,1,8,2,0,0,0
30,technician,married,tertiary,0,0,0,0,1,8,1,0,0,0
40,blue-collar,married,primary,0,0,0,0,1,8,2,0,0,0
30,self-employed,married,secondary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
40,housemaid,married,primary,0,0,0,0,1,8,2,0,0,0
50,services,married,secondary,0,0,0,0,1,8,2,0,0,0
50,services,married,secondary,0,0,0,0,1,8,1,0,0,0
30,technician,single,tertiary,0,2,1,0,1,8,2,0,0,0
30,technician,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,married,tertiary,0,0,0,0,1,8,2,0,0,0
50,blue-collar,married,secondary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,1,1,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,1,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
50,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
40,blue-collar,married,primary,0,0,0,0,1,8,2,0,0,0
30,technician,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,divorced,secondary,0,1,1,0,1,8,2,0,0,0
50,retired,married,other,0,-1,0,0,1,8,2,0,0,0
50,admin.,married,secondary,0,-1,0,0,1,8,1,0,0,0
30,technician,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,housemaid,single,secondary,0,0,0,0,1,8,2,0,0,0
40,self-employed,married,secondary,0,0,0,0,1,8,1,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,1,0,0,0
30,technician,divorced,tertiary,0,0,0,0,1,8,1,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,1,0,0,0
40,technician,married,secondary,0,0,0,0,1,8,1,0,0,0
30,management,single,tertiary,0,0,1,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,self-employed,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,-1,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,self-employed,married,tertiary,0,0,0,0,1,8,2,0,0,0
50,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
50,management,divorced,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,single,tertiary,0,0,1,0,1,8,2,0,0,0
50,admin.,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,1,0,0,0
30,management,single,tertiary,0,-1,1,0,1,8,2,0,0,0
40,technician,married,secondary,0,0,0,0,1,8,1,0,0,0
40,technician,divorced,secondary,0,0,0,0,1,8,2,0,0,0
40,services,married,secondary,0,0,0,0,1,8,1,0,0,0
30,management,single,secondary,0,0,0,0,1,8,1,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,single,tertiary,0,0,1,0,1,8,2,0,0,0
30,technician,married,secondary,0,-1,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,0,0,1,8,1,0,0,0
30,management,single,tertiary,1,0,0,0,1,8,2,0,0,0
30,technician,married,tertiary,0,0,0,0,1,8,1,0,0,0
40,technician,married,secondary,0,2,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
40,technician,divorced,secondary,0,0,1,0,1,8,2,0,0,0
30,self-employed,married,tertiary,0,0,0,0,1,8,1,0,0,0
50,blue-collar,married,secondary,0,0,0,0,1,8,2,0,0,0
40,housemaid,married,primary,0,0,0,0,1,8,2,0,0,0
60,retired,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,divorced,tertiary,0,0,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
50,housemaid,married,primary,0,0,0,0,1,8,2,0,0,0
50,blue-collar,married,primary,0,-1,1,1,1,8,2,0,0,0
40,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
40,blue-collar,married,primary,0,0,0,0,1,8,2,0,0,0
40,technician,married,secondary,1,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
50,blue-collar,married,primary,0,0,1,1,1,8,2,0,0,0
30,technician,single,tertiary,0,-1,1,1,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,1,1,8,2,0,0,0
60,retired,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,single,tertiary,0,0,0,0,1,8,2,0,0,0
50,blue-collar,married,primary,0,2,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
40,technician,divorced,tertiary,0,0,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
40,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
40,management,single,tertiary,0,0,0,1,1,8,2,0,0,0
50,retired,married,primary,0,0,1,0,1,8,2,0,0,0
50,admin.,married,tertiary,0,0,1,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
50,retired,married,primary,0,1,0,0,1,8,2,0,0,0
40,technician,married,secondary,0,1,0,0,1,8,2,0,0,0
40,blue-collar,married,primary,0,1,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,married,tertiary,1,0,0,0,1,8,2,0,0,0
60,retired,married,tertiary,0,0,0,0,1,8,2,0,0,0
50,retired,married,secondary,0,0,0,0,1,8,1,0,0,0
40,blue-collar,married,primary,0,0,1,0,1,8,2,0,0,0
30,management,single,tertiary,0,-1,1,1,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,1,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,1,0,1,8,2,0,0,0
40,blue-collar,married,primary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,1,-1,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,-1,1,0,1,8,2,0,0,0
50,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,single,tertiary,0,0,0,0,1,8,2,0,0,0
60,management,married,tertiary,0,1,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,1,1,0,1,8,2,0,0,0
50,blue-collar,married,primary,0,0,0,0,1,8,2,0,0,0
40,technician,married,secondary,0,0,0,1,1,8,2,0,0,0
40,management,single,tertiary,0,0,0,0,1,8,1,0,0,0
40,technician,divorced,secondary,0,0,0,0,1,8,1,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
40,blue-collar,married,primary,0,0,0,0,1,8,2,0,0,0
60,technician,divorced,secondary,0,-1,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,1,1,8,1,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,1,0,0,0
50,retired,married,tertiary,0,0,0,0,1,8,1,0,0,0
40,technician,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,-1,1,1,1,8,1,0,0,1
50,technician,married,secondary,0,0,0,1,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
40,management,single,tertiary,0,1,0,0,1,8,1,0,0,0
30,technician,married,secondary,0,0,1,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,1,0,1,8,2,0,0,0
30,self-employed,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,1,0,1,8,2,0,0,0
40,blue-collar,married,primary,0,0,0,0,1,8,2,0,0,0
30,technician,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,services,married,secondary,0,0,1,1,1,8,2,0,0,0
50,technician,divorced,secondary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,1,1,0,1,8,2,0,0,0
40,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
40,blue-collar,married,secondary,0,0,1,0,1,8,2,0,0,0
30,technician,married,tertiary,0,0,0,0,1,8,2,0,0,0
50,blue-collar,married,primary,0,2,0,0,1,8,2,0,0,0
40,technician,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,divorced,secondary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,-1,0,0,1,8,2,0,0,0
30,technician,divorced,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,1,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
40,self-employed,married,primary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,1,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,services,married,secondary,0,0,0,0,1,8,2,0,0,0
40,admin.,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,divorced,secondary,0,0,1,1,1,8,2,0,0,0
30,management,single,secondary,0,0,0,0,1,8,2,0,0,0
60,retired,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,1,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
40,technician,divorced,tertiary,0,0,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,0,1,1,8,2,0,0,0
40,blue-collar,married,primary,0,0,1,0,1,8,2,0,0,0
50,admin.,married,secondary,0,0,0,0,1,8,2,0,0,0
40,blue-collar,married,secondary,0,0,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,1,0,1,8,2,0,0,0
50,management,married,tertiary,0,1,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,technician,single,secondary,0,1,1,0,1,8,2,0,0,1
30,technician,single,secondary,1,-1,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,technician,divorced,secondary,0,0,0,0,1,8,2,0,0,0
30,other,married,primary,0,0,0,0,1,8,2,0,0,0
30,technician,single,tertiary,0,0,0,0,1,8,2,0,0,0
50,blue-collar,married,primary,0,0,1,0,1,8,2,0,0,0
30,technician,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,self-employed,married,secondary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
40,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
40,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
40,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,1,-1,0,0,1,8,2,0,0,0
50,admin.,married,secondary,0,0,0,0,1,8,2,0,0,0
50,retired,married,secondary,0,0,0,0,1,8,2,0,0,0
40,management,divorced,tertiary,0,0,1,0,1,8,2,0,0,0
50,admin.,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,married,tertiary,0,0,1,0,1,8,2,0,0,0
30,housemaid,divorced,primary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
40,technician,divorced,secondary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,0,0,1,8,2,0,0,0
30,management,single,tertiary,0,0,0,0,1,8,2,0,0,0
40,blue-collar,married,secondary,0,0,0,0,1,8,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,8,2,0,0,0
40,management,single,secondary,0,0,0,0,1,8,2,0,0,0
30,self-employed,married,primary,0,0,0,0,1,8,2,0,0,0
30,services,single,secondary,0,0,0,0,1,8,2,0,0,0
30,management,married,tertiary,0,0,1,1,1,8,2,0,0,0
30,technician,married,secondary,0,-1,1,0,1,8,2,0,0,0
